Statistik,Gebiet,Geschlecht,Jahre,Alter ,Sterbedatum,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,Insgesamt,838797,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.01.,2626,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.01.,2618,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.01.,2603,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.01.,2612,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.01.,2631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.01.,2721,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.01.,2637,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.01.,2608,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.01.,2454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.01.,2615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.01.,2660,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.01.,2631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.01.,2626,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.01.,2695,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.01.,2640,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.01.,2593,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.01.,2814,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.01.,2728,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.01.,2698,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.01.,2722,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.01.,2780,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.01.,2685,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.01.,2709,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.01.,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.01.,2681,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.01.,2719,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.01.,2927,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.01.,2867,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.01.,2881,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.01.,2891,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,31.01.,3020,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.02.,2982,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.02.,3004,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.02.,2912,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.02.,2895,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.02.,2852,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.02.,2725,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.02.,2886,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.02.,2841,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.02.,2778,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.02.,2706,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.02.,2699,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.02.,2639,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.02.,2680,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.02.,2610,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.02.,2688,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.02.,2679,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.02.,2604,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.02.,2525,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.02.,2675,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.02.,2365,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.02.,2559,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.02.,2519,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.02.,2471,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.02.,2522,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.02.,2470,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.02.,2450,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.02.,2441,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.02.,2639,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.02.,2491,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.03.,2534,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.03.,2357,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.03.,2459,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.03.,2467,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.03.,2274,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.03.,2365,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.03.,2486,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.03.,2494,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.03.,2558,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.03.,2371,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.03.,2376,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.03.,2258,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.03.,2413,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.03.,2272,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.03.,2324,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.03.,2309,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.03.,2376,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.03.,2328,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.03.,2205,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.03.,2348,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.03.,2363,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.03.,2428,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.03.,2339,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.03.,2329,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.03.,2380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.03.,2153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.03.,2426,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.03.,2231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.03.,2341,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.03.,2301,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,31.03.,2266,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.04.,2349,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.04.,2324,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.04.,2396,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.04.,2335,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.04.,2280,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.04.,2170,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.04.,2287,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.04.,2165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.04.,2282,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.04.,2269,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.04.,2289,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.04.,2353,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.04.,2306,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.04.,2319,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.04.,2276,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.04.,2185,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.04.,2359,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.04.,2263,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.04.,2249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.04.,2316,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.04.,2269,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.04.,2409,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.04.,2217,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.04.,2139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.04.,2218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.04.,2225,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.04.,2283,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.04.,2332,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.04.,2258,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.04.,2163,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.05.,2139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.05.,2264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.05.,2129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.05.,2099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.05.,2200,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.05.,2189,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.05.,2122,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.05.,2245,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.05.,2278,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.05.,2205,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.05.,2231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.05.,2225,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.05.,2143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.05.,2057,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.05.,2316,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.05.,2352,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.05.,2315,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.05.,2097,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.05.,2153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.05.,2042,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.05.,2036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.05.,2099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.05.,2042,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.05.,2129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.05.,2080,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.05.,2190,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.05.,2004,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.05.,2126,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.05.,2111,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.05.,2087,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,31.05.,2125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.06.,2253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.06.,2290,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.06.,2213,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.06.,2192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.06.,2188,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.06.,2144,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.06.,2085,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.06.,2140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.06.,2207,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.06.,2299,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.06.,2229,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.06.,2066,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.06.,2117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.06.,2325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.06.,2076,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.06.,2020,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.06.,2008,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.06.,2083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.06.,2270,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.06.,2497,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.06.,2567,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.06.,2405,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.06.,2130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.06.,2050,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.06.,2030,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.06.,2099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.06.,2033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.06.,2028,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.06.,2102,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.06.,2074,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.07.,2152,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.07.,2061,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.07.,2208,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.07.,2220,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.07.,2065,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.07.,2107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.07.,2118,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.07.,2008,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.07.,1916,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.07.,2153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.07.,2036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.07.,2049,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.07.,1985,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.07.,2140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.07.,2054,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.07.,2025,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.07.,2085,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.07.,2129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.07.,2141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.07.,2109,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.07.,2071,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.07.,2067,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.07.,2135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.07.,2179,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.07.,2252,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.07.,2145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.07.,2227,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.07.,2087,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.07.,2041,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.07.,2005,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,31.07.,2037,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.08.,2203,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.08.,2226,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.08.,2218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.08.,2104,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.08.,2114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.08.,2058,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.08.,2192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.08.,2001,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.08.,2063,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.08.,2146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.08.,2143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.08.,2076,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.08.,2114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.08.,2344,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.08.,2306,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.08.,2177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.08.,2192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.08.,2175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.08.,2166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.08.,2143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.08.,2092,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.08.,2007,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.08.,2071,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.08.,1855,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.08.,2055,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.08.,2087,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.08.,2001,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.08.,2134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.08.,2062,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.08.,2023,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,31.08.,2056,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.09.,2068,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.09.,2124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.09.,2005,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.09.,1981,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.09.,2081,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.09.,2135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.09.,2158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.09.,2073,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.09.,2187,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.09.,2201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.09.,2160,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.09.,2175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.09.,2123,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.09.,2144,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.09.,2183,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.09.,2068,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.09.,2106,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.09.,2059,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.09.,2198,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.09.,2153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.09.,2083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.09.,2099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.09.,2104,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.09.,2079,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.09.,2088,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.09.,2176,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.09.,2167,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.09.,2117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,29.09.,2210,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,30.09.,2182,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,01.10.,2122,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,02.10.,2160,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,03.10.,2065,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,04.10.,2138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,05.10.,2129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,06.10.,2094,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,07.10.,2156,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,08.10.,2128,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,09.10.,2218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,10.10.,2332,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,11.10.,2222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,12.10.,2243,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,13.10.,2291,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,14.10.,2277,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,15.10.,2241,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,16.10.,2287,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,17.10.,2201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,18.10.,2264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,19.10.,2253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,20.10.,2246,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,21.10.,2215,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,22.10.,2157,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,23.10.,2147,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,24.10.,2378,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,25.10.,2302,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,26.10.,2223,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,27.10.,2195,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2000,Insgesamt,28.10.,2142,e
