Statistik,Gebiet,Geschlecht,Jahre,Alter ,Sterbedatum,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,17.12.,2451,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,18.12.,2463,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,19.12.,2372,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,20.12.,2398,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,21.12.,2380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,22.12.,2412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,23.12.,2450,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,24.12.,2453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,25.12.,2388,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,26.12.,2380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,27.12.,2527,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,28.12.,2440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,29.12.,2329,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,30.12.,2424,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,31.12.,2435,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,Insgesamt,830227,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.01.,2393,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.01.,2304,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.01.,2483,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.01.,2428,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.01.,2449,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.01.,2411,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.01.,2422,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.01.,2420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.01.,2389,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.01.,2427,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.01.,2474,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.01.,2368,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.01.,2262,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.01.,2312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.01.,2306,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.01.,2212,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.01.,2417,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.01.,2500,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.01.,2299,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.01.,2415,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.01.,2409,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.01.,2287,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.01.,2177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.01.,2373,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.01.,2350,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.01.,2342,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.01.,2373,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.01.,2465,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.01.,2355,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.01.,2330,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,31.01.,2407,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.02.,2466,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.02.,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.02.,2403,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.02.,2371,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.02.,2412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.02.,2342,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.02.,2546,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.02.,2444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.02.,2462,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.02.,2499,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.02.,2484,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.02.,2504,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.02.,2693,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.02.,2665,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.02.,2596,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.02.,2597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.02.,2576,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.02.,2621,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.02.,2674,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.02.,2555,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.02.,2707,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.02.,2766,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.02.,2720,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.02.,2779,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.02.,2725,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.02.,2661,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.02.,2668,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.02.,2881,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.02.,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.03.,2798,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.03.,2876,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.03.,2842,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.03.,2857,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.03.,2935,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.03.,2703,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.03.,2875,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.03.,2831,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.03.,2816,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.03.,2863,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.03.,2849,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.03.,2864,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.03.,2691,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.03.,2800,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.03.,2793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.03.,2829,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.03.,2760,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.03.,2855,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.03.,2639,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.03.,2562,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.03.,2540,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.03.,2624,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.03.,2615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.03.,2668,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.03.,2485,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.03.,2436,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.03.,2453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.03.,2265,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.03.,2491,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.03.,2371,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,31.03.,2285,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.04.,2300,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.04.,2317,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.04.,2325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.04.,2442,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.04.,2301,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.04.,2306,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.04.,2372,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.04.,2438,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.04.,2192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.04.,2244,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.04.,2322,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.04.,2299,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.04.,2329,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.04.,2304,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.04.,2380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.04.,2273,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.04.,2257,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.04.,2288,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.04.,2289,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.04.,2104,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.04.,2222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.04.,2206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.04.,2254,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.04.,2186,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.04.,2334,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.04.,2216,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.04.,2101,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.04.,2245,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.04.,2148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.04.,2251,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.05.,2320,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.05.,2440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.05.,2351,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.05.,2191,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.05.,2120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.05.,2133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.05.,2072,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.05.,2119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.05.,2211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.05.,2129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.05.,2244,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.05.,2169,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.05.,2264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.05.,2209,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.05.,2210,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.05.,2126,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.05.,2204,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.05.,2182,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.05.,2141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.05.,2284,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.05.,2275,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.05.,2178,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.05.,2211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.05.,2140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.05.,2220,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.05.,2249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.05.,2476,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.05.,2633,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.05.,2335,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.05.,2326,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,31.05.,2166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.06.,2147,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.06.,2159,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.06.,2175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.06.,2158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.06.,1994,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.06.,2127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.06.,1981,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.06.,2035,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.06.,1995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.06.,2090,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.06.,2022,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.06.,1995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.06.,2210,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.06.,2120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.06.,2179,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.06.,2218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.06.,2197,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.06.,2155,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.06.,2059,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.06.,2261,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.06.,2346,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.06.,2241,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.06.,2213,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.06.,2384,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.06.,2421,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.06.,2102,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.06.,2066,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.06.,2199,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.06.,2166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.06.,2070,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.07.,2089,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.07.,1992,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.07.,2078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.07.,2148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.07.,2006,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.07.,1965,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.07.,2051,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.07.,1998,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.07.,2030,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.07.,2017,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.07.,2112,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.07.,2080,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.07.,2167,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.07.,2195,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.07.,2211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.07.,2197,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.07.,2107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.07.,2118,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.07.,2183,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.07.,2060,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.07.,1940,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.07.,2022,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.07.,2049,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.07.,1919,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.07.,2120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.07.,2064,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.07.,2145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.07.,2332,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.07.,2307,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.07.,2089,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,31.07.,1934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.08.,2078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.08.,1934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.08.,2038,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.08.,1914,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.08.,2058,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.08.,1901,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.08.,1909,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.08.,2045,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.08.,2069,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.08.,2122,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.08.,2134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.08.,2106,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.08.,1991,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.08.,1994,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.08.,2154,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.08.,2140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.08.,2113,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.08.,2214,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.08.,2211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.08.,2231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.08.,2028,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.08.,2083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.08.,2076,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.08.,2033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.08.,2048,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.08.,2085,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.08.,1922,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.08.,1946,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.08.,2110,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.08.,2157,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,31.08.,2231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.09.,2296,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.09.,2189,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.09.,2036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.09.,2049,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.09.,2011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.09.,2062,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.09.,2083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.09.,2229,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.09.,2222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.09.,2161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.09.,2039,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.09.,2046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.09.,1946,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,14.09.,2048,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,15.09.,2069,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,16.09.,2098,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,17.09.,1924,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,18.09.,1948,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,19.09.,1976,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,20.09.,1944,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,21.09.,2025,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,22.09.,2078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,23.09.,2229,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,24.09.,2017,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,25.09.,2054,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,26.09.,2114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,27.09.,2134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,28.09.,2026,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,29.09.,2116,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,30.09.,2092,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,01.10.,2042,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,02.10.,2007,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,03.10.,2032,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,04.10.,2151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,05.10.,2150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,06.10.,2145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,07.10.,2180,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,08.10.,2146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,09.10.,2078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,10.10.,2124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,11.10.,2187,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,12.10.,2174,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2005,Insgesamt,13.10.,2144,e
