Statistik,Gebiet,Geschlecht,Jahre,Alter ,Sterbedatum,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.03.,3134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.03.,3165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.03.,3254,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.03.,3265,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.03.,3068,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.03.,3013,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.03.,3200,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.03.,3246,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.03.,3152,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.03.,3117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.03.,3203,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.03.,2904,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.03.,2887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.03.,2989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.03.,3037,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.03.,2978,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.03.,3061,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.03.,3169,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.03.,3151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.03.,2912,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.03.,3057,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.03.,3018,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.03.,2862,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.03.,2914,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.03.,3078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.03.,2933,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.03.,2623,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.03.,2850,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.04.,2778,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.04.,2872,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.04.,3046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.04.,2861,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.04.,2884,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.04.,2582,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.04.,2798,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.04.,2811,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.04.,2856,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.04.,2829,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.04.,2860,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.04.,2772,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.04.,2813,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.04.,2792,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.04.,2867,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.04.,2950,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.04.,2792,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.04.,2562,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.04.,2750,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.04.,2634,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.04.,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.04.,2637,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.04.,2597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.04.,2603,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.04.,2681,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.04.,2572,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.04.,2491,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.04.,2711,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.04.,2719,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.04.,2769,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.05.,2692,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.05.,2738,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.05.,2729,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.05.,2469,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.05.,2498,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.05.,2534,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.05.,2511,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.05.,2524,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.05.,2584,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.05.,2451,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.05.,2563,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.05.,2671,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.05.,2645,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.05.,2510,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.05.,2603,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.05.,2586,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.05.,2553,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.05.,2438,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.05.,2497,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.05.,2610,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.05.,2569,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.05.,2483,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.05.,2516,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.05.,2430,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.05.,2478,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.05.,2570,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.05.,2565,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.05.,2715,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.05.,2519,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.05.,2753,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.05.,2612,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.06.,2584,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.06.,2561,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.06.,2557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.06.,2578,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.06.,2621,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.06.,2655,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.06.,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.06.,2323,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.06.,2261,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.06.,2416,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.06.,2535,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.06.,2486,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.06.,2576,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.06.,2575,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.06.,2566,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.06.,2480,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.06.,2524,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.06.,2563,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.06.,2460,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.06.,2460,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.06.,2410,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.06.,2497,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.06.,2570,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.06.,2445,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.06.,2589,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.06.,2701,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.06.,2516,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.06.,2482,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.06.,2497,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.06.,2514,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.07.,2619,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.07.,2839,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.07.,2801,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.07.,2476,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.07.,2455,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.07.,2402,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.07.,2552,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.07.,2368,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.07.,2358,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.07.,2359,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.07.,2506,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.07.,2439,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.07.,2432,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.07.,2526,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.07.,2519,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.07.,2332,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.07.,2483,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.07.,2606,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.07.,2551,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.07.,2584,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.07.,2547,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.07.,2356,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.07.,2504,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.07.,2510,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.07.,2528,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.07.,2355,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.07.,2369,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.07.,2344,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.07.,2395,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.07.,2426,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.07.,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.08.,2455,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.08.,2380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.08.,2177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.08.,2397,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.08.,2539,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.08.,2421,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.08.,2468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.08.,2549,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.08.,2595,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.08.,2447,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.08.,2525,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.08.,2533,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.08.,2627,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.08.,2859,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.08.,2936,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.08.,2667,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.08.,2248,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.08.,2470,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.08.,2521,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.08.,2541,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.08.,2433,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.08.,2431,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.08.,2286,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.08.,2249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.08.,2430,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.08.,2487,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.08.,2578,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.08.,2630,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.08.,2499,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.08.,2392,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.08.,2417,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.09.,2518,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.09.,2480,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.09.,2513,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.09.,2515,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.09.,2513,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.09.,2377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.09.,2265,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.09.,2452,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.09.,2468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.09.,2439,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.09.,2412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.09.,2366,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.09.,2405,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.09.,2377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.09.,2465,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.09.,2559,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.09.,2486,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.09.,2622,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.09.,2604,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.09.,2706,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.09.,2447,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.09.,2460,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.09.,2412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.09.,2442,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.09.,2529,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.09.,2570,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.09.,2556,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.09.,2509,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.09.,2522,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.09.,2595,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.10.,2549,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.10.,2643,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.10.,2658,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.10.,2655,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.10.,2519,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.10.,2582,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.10.,2724,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.10.,2834,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.10.,2752,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.10.,2706,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.10.,2606,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.10.,2557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.10.,2630,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.10.,2605,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.10.,2638,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.10.,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.10.,2670,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.10.,2627,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.10.,2480,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.10.,2812,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.10.,2860,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.10.,2833,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.10.,2864,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.10.,2755,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.10.,2702,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.10.,2683,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.10.,2732,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.10.,2694,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.10.,2744,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.10.,2725,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.10.,2715,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.11.,2696,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.11.,2672,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.11.,2726,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.11.,2723,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.11.,2795,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.11.,2790,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.11.,2743,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.11.,2623,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.11.,2583,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.11.,2664,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.11.,2696,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.11.,2760,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.11.,2825,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.11.,2830,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.11.,2747,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.11.,2601,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.11.,2680,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.11.,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.11.,2705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.11.,2793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.11.,2774,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.11.,2735,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.11.,2701,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.11.,2942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.11.,2888,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.11.,2824,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.11.,2862,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.11.,2893,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.11.,2964,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.11.,2762,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.12.,2864,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.12.,2879,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.12.,2914,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.12.,2905,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.12.,2956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.12.,2904,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.12.,2687,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.12.,2984,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.12.,2938,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.12.,2998,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.12.,2887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.12.,2881,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.12.,2755,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.12.,2650,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.12.,2877,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.12.,2778,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.12.,2916,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.12.,2942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.12.,2932,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.12.,2882,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.12.,2829,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.12.,2901,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.12.,2928,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.12.,2776,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.12.,2743,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.12.,2793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.12.,2892,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.12.,2897,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.12.,3046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.12.,3135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.12.,3120,e
