Statistik,Gebiet,Geschlecht,Jahre,Alter ,Sterbedatum,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.05.,2680,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.05.,2599,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.05.,2545,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.05.,2611,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.05.,2561,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.05.,2531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.05.,2697,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.05.,2677,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.05.,2745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.05.,2778,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.05.,2742,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.05.,2594,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.05.,2509,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.05.,2401,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.05.,2589,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.05.,2534,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.05.,2523,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.05.,2576,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.05.,2555,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.05.,2434,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.05.,2571,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.05.,2562,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.05.,2605,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.05.,2501,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,31.05.,2487,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.06.,2438,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.06.,2379,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.06.,2420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.06.,2496,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.06.,2551,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.06.,2564,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.06.,2544,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.06.,2545,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.06.,2351,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.06.,2530,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.06.,2493,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.06.,2536,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.06.,2461,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.06.,2654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.06.,2585,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.06.,2568,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.06.,2624,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.06.,2705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.06.,2637,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.06.,2606,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.06.,2848,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.06.,2443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.06.,2368,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.06.,2646,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.06.,2722,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.06.,2858,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.06.,2945,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.06.,2865,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.06.,2624,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.06.,2514,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.07.,2453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.07.,2401,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.07.,2449,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.07.,2481,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.07.,2492,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.07.,2553,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.07.,2364,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.07.,2379,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.07.,2745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.07.,2741,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.07.,2661,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.07.,2662,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.07.,2550,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.07.,2386,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.07.,2494,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.07.,2589,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.07.,2440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.07.,2550,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.07.,2700,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.07.,2722,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.07.,2602,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.07.,2546,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.07.,2484,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.07.,2511,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.07.,2428,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.07.,2479,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.07.,2447,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.07.,2279,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.07.,2407,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.07.,2446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,31.07.,2713,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.08.,2685,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.08.,2557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.08.,2498,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.08.,2453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.08.,2452,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.08.,2472,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.08.,2601,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.08.,2569,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.08.,2530,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.08.,2467,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.08.,2365,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.08.,2615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.08.,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.08.,2724,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.08.,2696,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.08.,2619,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.08.,2583,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.08.,2443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.08.,2430,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.08.,2452,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.08.,2478,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.08.,2434,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.08.,2512,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.08.,2640,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.08.,2328,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.08.,2339,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.08.,2475,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.08.,2596,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.08.,2793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.08.,2693,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,31.08.,2495,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.09.,2580,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.09.,2724,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.09.,2601,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.09.,2667,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.09.,2740,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.09.,2761,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.09.,2514,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.09.,2519,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.09.,2560,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.09.,2443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.09.,2409,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.09.,2550,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.09.,2513,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.09.,2555,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.09.,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.09.,2620,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.09.,2761,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.09.,2716,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.09.,2660,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.09.,2726,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.09.,2607,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.09.,2702,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.09.,2739,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.09.,2702,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.09.,2644,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.09.,2755,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.09.,2877,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.09.,2554,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.09.,2550,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.09.,2700,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.10.,2739,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.10.,2857,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.10.,2538,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.10.,2731,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.10.,2648,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.10.,2618,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.10.,2833,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.10.,2842,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.10.,2972,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.10.,2920,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.10.,2804,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.10.,2768,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.10.,2651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.10.,2837,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.10.,2900,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.10.,2926,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.10.,2995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.10.,2951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.10.,2781,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.10.,2673,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.10.,2777,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.10.,2904,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.10.,2766,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.10.,2806,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.10.,2859,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.10.,2845,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.10.,2662,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.10.,2768,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.10.,2863,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.10.,2821,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,31.10.,2830,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.11.,2754,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.11.,2702,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.11.,2548,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.11.,2764,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.11.,2759,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.11.,2688,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.11.,2847,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.11.,2866,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.11.,2804,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.11.,2759,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.11.,2893,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.11.,2886,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.11.,2925,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.11.,2873,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.11.,2985,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.11.,2883,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.11.,2815,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.11.,2859,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.11.,3033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.11.,3001,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.11.,3040,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.11.,2972,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.11.,2877,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.11.,2863,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.11.,2969,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.11.,3096,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.11.,2999,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.11.,3052,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.11.,2955,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.11.,2792,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,01.12.,2871,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,02.12.,2867,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,03.12.,3027,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,04.12.,2935,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,05.12.,2978,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,06.12.,3105,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,07.12.,3047,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,08.12.,2862,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,09.12.,2866,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,10.12.,2907,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,11.12.,2934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,12.12.,2986,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,13.12.,2926,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,14.12.,2950,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,15.12.,2933,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,16.12.,3096,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,17.12.,3077,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,18.12.,3043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,19.12.,3153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,20.12.,3042,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,21.12.,2889,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,22.12.,2890,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,23.12.,2879,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,24.12.,2913,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,25.12.,2820,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,26.12.,2756,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,27.12.,2973,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,28.12.,2979,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,29.12.,2903,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,30.12.,3044,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,31.12.,2966,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,Insgesamt,1006588,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.01.,3011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.01.,3145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.01.,3128,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.01.,3112,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.01.,3000,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.01.,3193,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.01.,3231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.01.,3253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.01.,3220,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.01.,3217,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.01.,3011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.01.,2958,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.01.,3080,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.01.,3034,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.01.,3170,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.01.,3107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.01.,3175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.01.,3067,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.01.,3043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.01.,3255,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.01.,3215,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.01.,3403,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.01.,3411,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.01.,3396,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.01.,3357,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.01.,3138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.01.,3243,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.01.,3386,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.01.,3165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30.01.,3266,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31.01.,3253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.02.,3190,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.02.,3048,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.02.,3188,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,04.02.,3311,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,05.02.,3231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,06.02.,3087,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,07.02.,3340,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,08.02.,3241,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,09.02.,3075,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,10.02.,3298,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,11.02.,3297,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,12.02.,3340,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,13.02.,3276,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,14.02.,3343,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,15.02.,3119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,16.02.,3124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,17.02.,3296,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,18.02.,3319,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,19.02.,3322,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,20.02.,3394,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,21.02.,3539,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,22.02.,3372,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,23.02.,3177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,24.02.,3353,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,25.02.,3455,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,26.02.,3299,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,27.02.,3176,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,28.02.,3327,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29.02.,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,01.03.,3127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,02.03.,3036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,03.03.,3187,e
